timestamp,long_account,short_account,long_short_ratio
1690233600000,0.6791,0.3209,2.1162
1690233900000,0.6807,0.3193,2.1319
1690234200000,0.6812,0.3188,2.1368
1690234500000,0.6813,0.3187,2.1377
1690234800000,0.6833,0.3167,2.1576
1690235100000,0.6833,0.3167,2.1576
1690235400000,0.6831,0.3169,2.1556
1690235700000,0.6828,0.3172,2.1526
1690236000000,0.683,0.317,2.1546
1690236300000,0.6837,0.3163,2.1616
1690236600000,0.6839,0.3161,2.1636
1690236900000,0.6843,0.3157,2.1676
1690237200000,0.6841,0.3159,2.1656
1690237500000,0.6837,0.3163,2.1616
1690237800000,0.6833,0.3167,2.1576
1690238100000,0.6833,0.3167,2.1576
1690238400000,0.6833,0.3167,2.1576
1690238700000,0.6832,0.3168,2.1566
1690239000000,0.6828,0.3172,2.1526
1690239300000,0.6827,0.3173,2.1516
1690239600000,0.6826,0.3174,2.1506
1690239900000,0.6827,0.3173,2.1516
1690240200000,0.6828,0.3172,2.1526
1690240500000,0.683,0.317,2.1546
1690240800000,0.6831,0.3169,2.1556
1690241100000,0.6838,0.3162,2.1626
1690241400000,0.6839,0.3161,2.1636
1690241700000,0.6836,0.3164,2.1606
1690242000000,0.6835,0.3165,2.1596
1690242300000,0.6835,0.3165,2.1596
1690242600000,0.6833,0.3167,2.1576
1690242900000,0.6833,0.3167,2.1576
1690243200000,0.6831,0.3169,2.1556
1690243500000,0.6825,0.3175,2.1496
1690243800000,0.6817,0.3183,2.1417
1690244100000,0.6812,0.3188,2.1368
1690244400000,0.681,0.319,2.1348
1690244700000,0.6808,0.3192,2.1328
1690245000000,0.6812,0.3188,2.1368
1690245300000,0.6813,0.3187,2.1377
1690245600000,0.6803,0.3197,2.1279
1690245900000,0.6796,0.3204,2.1211
1690246200000,0.6793,0.3207,2.1182
1690246500000,0.6786,0.3214,2.1114
1690246800000,0.6778,0.3222,2.1037
1690247100000,0.6773,0.3227,2.0989
1690247400000,0.6764,0.3236,2.0902
1690247700000,0.6761,0.3239,2.0874
1690248000000,0.676,0.324,2.0864
1690248300000,0.6761,0.3239,2.0874
1690248600000,0.6748,0.3252,2.075
1690248900000,0.6747,0.3253,2.0741
1690249200000,0.6749,0.3251,2.076
1690249500000,0.675,0.325,2.0769
1690249800000,0.6755,0.3245,2.0817
1690250100000,0.6761,0.3239,2.0874
1690250400000,0.6762,0.3238,2.0883
1690250700000,0.6767,0.3233,2.0931
1690251000000,0.6768,0.3232,2.0941
1690251300000,0.6772,0.3228,2.0979
1690251600000,0.6775,0.3225,2.1008
1690251900000,0.6778,0.3222,2.1037
1690252200000,0.6786,0.3214,2.1114
1690252500000,0.6792,0.3208,2.1172
1690252800000,0.6798,0.3202,2.123
1690253100000,0.68,0.32,2.125
1690253400000,0.6799,0.3201,2.124
1690253700000,0.6794,0.3206,2.1192
1690254000000,0.6793,0.3207,2.1182
1690254300000,0.6793,0.3207,2.1182
1690254600000,0.6796,0.3204,2.1211
1690254900000,0.6794,0.3206,2.1192
1690255200000,0.6792,0.3208,2.1172
1690255500000,0.6789,0.3211,2.1143
1690255800000,0.6778,0.3222,2.1037
1690256100000,0.6776,0.3224,2.1017
1690256400000,0.6774,0.3226,2.0998
1690256700000,0.6775,0.3225,2.1008
1690257000000,0.6776,0.3224,2.1017
1690257300000,0.6776,0.3224,2.1017
1690257600000,0.6777,0.3223,2.1027
1690257900000,0.6778,0.3222,2.1037
1690258200000,0.6781,0.3219,2.1066
1690258500000,0.6782,0.3218,2.1075
1690258800000,0.678,0.322,2.1056
1690259100000,0.6778,0.3222,2.1037
1690259400000,0.677,0.323,2.096
1690259700000,0.6771,0.3229,2.0969
1690260000000,0.6766,0.3234,2.0921
1690260300000,0.6762,0.3238,2.0883
1690260600000,0.6759,0.3241,2.0855
1690260900000,0.676,0.324,2.0864
1690261200000,0.676,0.324,2.0864
1690261500000,0.6765,0.3235,2.0912
1690261800000,0.6765,0.3235,2.0912
1690262100000,0.6767,0.3233,2.0931
1690262400000,0.6768,0.3232,2.0941
1690262700000,0.677,0.323,2.096
1690263000000,0.6772,0.3228,2.0979
1690263300000,0.678,0.322,2.1056
1690263600000,0.6781,0.3219,2.1066
1690263900000,0.6779,0.3221,2.1046
1690264200000,0.678,0.322,2.1056
1690264500000,0.6774,0.3226,2.0998
1690264800000,0.6774,0.3226,2.0998
1690265100000,0.6774,0.3226,2.0998
1690265400000,0.6771,0.3229,2.0969
1690265700000,0.6773,0.3227,2.0989
1690266000000,0.6771,0.3229,2.0969
1690266300000,0.6768,0.3232,2.0941
1690266600000,0.6769,0.3231,2.095
1690266900000,0.6767,0.3233,2.0931
1690267200000,0.6767,0.3233,2.0931
1690267500000,0.6768,0.3232,2.0941
1690267800000,0.6765,0.3235,2.0912
1690268100000,0.6764,0.3236,2.0902
1690268400000,0.6765,0.3235,2.0912
1690268700000,0.677,0.323,2.096
1690269000000,0.6768,0.3232,2.0941
1690269300000,0.6766,0.3234,2.0921
1690269600000,0.6761,0.3239,2.0874
1690269900000,0.6759,0.3241,2.0855
1690270200000,0.6759,0.3241,2.0855
1690270500000,0.676,0.324,2.0864
1690270800000,0.6759,0.3241,2.0855
1690271100000,0.6759,0.3241,2.0855
1690271400000,0.6753,0.3247,2.0798
1690271700000,0.675,0.325,2.0769
1690272000000,0.675,0.325,2.0769
1690272300000,0.6752,0.3248,2.0788
1690272600000,0.6749,0.3251,2.076
1690272900000,0.6747,0.3253,2.0741
1690273200000,0.6743,0.3257,2.0703
1690273500000,0.6741,0.3259,2.0684
1690273800000,0.674,0.326,2.0675
1690274100000,0.674,0.326,2.0675
1690274400000,0.6743,0.3257,2.0703
1690274700000,0.6751,0.3249,2.0779
1690275000000,0.6752,0.3248,2.0788
1690275300000,0.6758,0.3242,2.0845
1690275600000,0.676,0.324,2.0864
1690275900000,0.6764,0.3236,2.0902
1690276200000,0.6762,0.3238,2.0883
1690276500000,0.6759,0.3241,2.0855
1690276800000,0.6756,0.3244,2.0826
1690277100000,0.6758,0.3242,2.0845
1690277400000,0.6766,0.3234,2.0921
1690277700000,0.6769,0.3231,2.095
1690278000000,0.6823,0.3177,2.1476
1690278300000,0.6826,0.3174,2.1506
1690278600000,0.6823,0.3177,2.1476
1690278900000,0.6818,0.3182,2.1427
1690279200000,0.6811,0.3189,2.1358
1690279500000,0.6793,0.3207,2.1182
1690279800000,0.6791,0.3209,2.1162
1690280100000,0.6793,0.3207,2.1182
1690280400000,0.6785,0.3215,2.1104
1690280700000,0.6787,0.3213,2.1124
1690281000000,0.6783,0.3217,2.1085
1690281300000,0.6781,0.3219,2.1066
1690281600000,0.6778,0.3222,2.1037
1690281900000,0.6774,0.3226,2.0998
1690282200000,0.6769,0.3231,2.095
1690282500000,0.6763,0.3237,2.0893
1690282800000,0.676,0.324,2.0864
1690283100000,0.6753,0.3247,2.0798
1690283400000,0.6749,0.3251,2.076
1690283700000,0.6745,0.3255,2.0722
1690284000000,0.6743,0.3257,2.0703
1690284300000,0.674,0.326,2.0675
1690284600000,0.6738,0.3262,2.0656
1690284900000,0.6743,0.3257,2.0703
1690285200000,0.6742,0.3258,2.0694
1690285500000,0.6731,0.3269,2.059
1690285800000,0.6724,0.3276,2.0525
1690286100000,0.6724,0.3276,2.0525
1690286400000,0.672,0.328,2.0488
1690286700000,0.6722,0.3278,2.0506
1690287000000,0.6721,0.3279,2.0497
1690287300000,0.6718,0.3282,2.0469
1690287600000,0.6707,0.3293,2.0367
1690287900000,0.671,0.329,2.0395
1690288200000,0.6717,0.3283,2.046
1690288500000,0.6721,0.3279,2.0497
1690288800000,0.6718,0.3282,2.0469
1690289100000,0.6715,0.3285,2.0441
1690289400000,0.6714,0.3286,2.0432
1690289700000,0.6711,0.3289,2.0404
1690290000000,0.6707,0.3293,2.0367
1690290300000,0.6706,0.3294,2.0358
1690290600000,0.6716,0.3284,2.0451
1690290900000,0.6719,0.3281,2.0479
1690291200000,0.6717,0.3283,2.046
1690291500000,0.6717,0.3283,2.046
1690291800000,0.6723,0.3277,2.0516
1690292100000,0.6725,0.3275,2.0534
1690292400000,0.673,0.327,2.0581
1690292700000,0.6718,0.3282,2.0469
1690293000000,0.6682,0.3318,2.0139
1690293300000,0.6679,0.3321,2.0111
1690293600000,0.6673,0.3327,2.0057
1690293900000,0.666,0.334,1.994
1690294200000,0.6655,0.3345,1.9895
1690294500000,0.6654,0.3346,1.9886
1690294800000,0.6659,0.3341,1.9931
1690295100000,0.6654,0.3346,1.9886
1690295400000,0.665,0.335,1.9851
1690295700000,0.6627,0.3373,1.9647
1690296000000,0.663,0.337,1.9674
1690296300000,0.663,0.337,1.9674
1690296600000,0.6626,0.3374,1.9638
1690296900000,0.6628,0.3372,1.9656
1690297200000,0.6633,0.3367,1.97
1690297500000,0.6643,0.3357,1.9789
1690297800000,0.6651,0.3349,1.986
1690298100000,0.665,0.335,1.9851
1690298400000,0.6656,0.3344,1.9904
1690298700000,0.666,0.334,1.994
1690299000000,0.6653,0.3347,1.9878
1690299300000,0.6649,0.3351,1.9842
1690299600000,0.665,0.335,1.9851
1690299900000,0.6656,0.3344,1.9904
1690300200000,0.666,0.334,1.994
1690300500000,0.6662,0.3338,1.9958
1690300800000,0.666,0.334,1.994
1690301100000,0.6663,0.3337,1.9967
1690301400000,0.6663,0.3337,1.9967
1690301700000,0.6663,0.3337,1.9967
1690302000000,0.6663,0.3337,1.9967
1690302300000,0.6656,0.3344,1.9904
1690302600000,0.6648,0.3352,1.9833
1690302900000,0.6646,0.3354,1.9815
1690303200000,0.6648,0.3352,1.9833
1690303500000,0.6647,0.3353,1.9824
1690303800000,0.6644,0.3356,1.9797
1690304100000,0.6644,0.3356,1.9797
1690304400000,0.6646,0.3354,1.9815
1690304700000,0.6649,0.3351,1.9842
1690305000000,0.6649,0.3351,1.9842
1690305300000,0.6646,0.3354,1.9815
1690305600000,0.6647,0.3353,1.9824
1690305900000,0.6649,0.3351,1.9842
1690306200000,0.6652,0.3348,1.9869
1690306500000,0.6649,0.3351,1.9842
1690306800000,0.6648,0.3352,1.9833
1690307100000,0.6648,0.3352,1.9833
1690307400000,0.664,0.336,1.9762
1690307700000,0.6641,0.3359,1.9771
1690308000000,0.6643,0.3357,1.9789
1690308300000,0.6643,0.3357,1.9789
1690308600000,0.6649,0.3351,1.9842
1690308900000,0.6645,0.3355,1.9806
1690309200000,0.6642,0.3358,1.978
1690309500000,0.664,0.336,1.9762
1690309800000,0.6638,0.3362,1.9744
1690310100000,0.6639,0.3361,1.9753
1690310400000,0.6632,0.3368,1.9691
1690310700000,0.664,0.336,1.9762
1690311000000,0.663,0.337,1.9674
1690311300000,0.6626,0.3374,1.9638
1690311600000,0.6624,0.3376,1.9621
1690311900000,0.6622,0.3378,1.9603
1690312200000,0.6623,0.3377,1.9612
1690312500000,0.6621,0.3379,1.9595
1690312800000,0.6618,0.3382,1.9568
1690313100000,0.6609,0.3391,1.949
1690313400000,0.6608,0.3392,1.9481
1690313700000,0.6602,0.3398,1.9429
1690314000000,0.66,0.34,1.9412
1690314300000,0.6597,0.3403,1.9386
1690314600000,0.6593,0.3407,1.9351
1690314900000,0.6591,0.3409,1.9334
1690315200000,0.6586,0.3414,1.9291
1690315500000,0.659,0.341,1.9326
1690315800000,0.6592,0.3408,1.9343
1690316100000,0.6593,0.3407,1.9351
1690316400000,0.6595,0.3405,1.9369
1690316700000,0.6594,0.3406,1.936
1690317000000,0.6595,0.3405,1.9369
1690317300000,0.6598,0.3402,1.9394
1690317600000,0.6598,0.3402,1.9394
1690317900000,0.6598,0.3402,1.9394
1690318200000,0.6601,0.3399,1.942
1690318500000,0.6603,0.3397,1.9438
1690318800000,0.6603,0.3397,1.9438
1690319100000,0.6604,0.3396,1.9446
1690319400000,0.6606,0.3394,1.9464
1690319700000,0.6608,0.3392,1.9481
1690320000000,0.661,0.339,1.9499
1690320300000,0.6612,0.3388,1.9516
1690320600000,0.6616,0.3384,1.9551
1690320900000,0.6618,0.3382,1.9568
1690321200000,0.6617,0.3383,1.956
1690321500000,0.6617,0.3383,1.956
1690321800000,0.6615,0.3385,1.9542
1690322100000,0.6612,0.3388,1.9516
1690322400000,0.6612,0.3388,1.9516
1690322700000,0.6614,0.3386,1.9533
1690323000000,0.6618,0.3382,1.9568
1690323300000,0.6618,0.3382,1.9568
1690323600000,0.6617,0.3383,1.956
1690323900000,0.6615,0.3385,1.9542
1690324200000,0.6614,0.3386,1.9533
1690324500000,0.6613,0.3387,1.9525
1690324800000,0.6613,0.3387,1.9525
1690325100000,0.6612,0.3388,1.9516
1690325400000,0.6611,0.3389,1.9507
1690325700000,0.6611,0.3389,1.9507
1690326000000,0.6608,0.3392,1.9481
1690326300000,0.6605,0.3395,1.9455
1690326600000,0.6603,0.3397,1.9438
1690326900000,0.6603,0.3397,1.9438
1690327200000,0.6603,0.3397,1.9438
1690327500000,0.6603,0.3397,1.9438
1690327800000,0.6603,0.3397,1.9438
1690328100000,0.6604,0.3396,1.9446
1690328400000,0.6606,0.3394,1.9464
1690328700000,0.6605,0.3395,1.9455
1690329000000,0.6607,0.3393,1.9472
1690329300000,0.6609,0.3391,1.949
1690329600000,0.6608,0.3392,1.9481
1690329900000,0.6607,0.3393,1.9472
1690330200000,0.6607,0.3393,1.9472
1690330500000,0.6608,0.3392,1.9481
1690330800000,0.6604,0.3396,1.9446
1690331100000,0.6596,0.3404,1.9377
1690331400000,0.6599,0.3401,1.9403
1690331700000,0.6598,0.3402,1.9394
1690332000000,0.6598,0.3402,1.9394
1690332300000,0.6599,0.3401,1.9403
1690332600000,0.6599,0.3401,1.9403
1690332900000,0.6597,0.3403,1.9386
1690333200000,0.6597,0.3403,1.9386
1690333500000,0.6595,0.3405,1.9369
1690333800000,0.6592,0.3408,1.9343
1690334100000,0.6592,0.3408,1.9343
1690334400000,0.6592,0.3408,1.9343
1690334700000,0.6591,0.3409,1.9334
1690335000000,0.6595,0.3405,1.9369
1690335300000,0.6592,0.3408,1.9343
1690335600000,0.6588,0.3412,1.9308
1690335900000,0.6589,0.3411,1.9317
1690336200000,0.659,0.341,1.9326
1690336500000,0.6591,0.3409,1.9334
1690336800000,0.659,0.341,1.9326
1690337100000,0.6588,0.3412,1.9308
1690337400000,0.659,0.341,1.9326
1690337700000,0.6592,0.3408,1.9343
1690338000000,0.659,0.341,1.9326
1690338300000,0.6598,0.3402,1.9394
1690338600000,0.6598,0.3402,1.9394
1690338900000,0.6596,0.3404,1.9377
1690339200000,0.6596,0.3404,1.9377
1690339500000,0.6595,0.3405,1.9369
1690339800000,0.6596,0.3404,1.9377
1690340100000,0.6601,0.3399,1.942
1690340400000,0.66,0.34,1.9412
1690340700000,0.6585,0.3415,1.9283
1690341000000,0.6577,0.3423,1.9214
1690341300000,0.657,0.343,1.9155
1690341600000,0.6568,0.3432,1.9138
1690341900000,0.6571,0.3429,1.9163
1690342200000,0.657,0.343,1.9155
1690342500000,0.6568,0.3432,1.9138
1690342800000,0.6576,0.3424,1.9206
1690343100000,0.658,0.342,1.924
1690343400000,0.658,0.342,1.924
1690343700000,0.6582,0.3418,1.9257
1690344000000,0.6581,0.3419,1.9248
1690344300000,0.6577,0.3423,1.9214
1690344600000,0.6572,0.3428,1.9172
1690344900000,0.6571,0.3429,1.9163
1690345200000,0.6569,0.3431,1.9146
1690345500000,0.6568,0.3432,1.9138
1690345800000,0.6567,0.3433,1.9129
1690346100000,0.6566,0.3434,1.9121
1690346400000,0.6562,0.3438,1.9087
1690346700000,0.6561,0.3439,1.9078
1690347000000,0.6559,0.3441,1.9061
1690347300000,0.6559,0.3441,1.9061
1690347600000,0.6557,0.3443,1.9044
1690347900000,0.6555,0.3445,1.9028
1690348200000,0.6551,0.3449,1.8994
1690348500000,0.6554,0.3446,1.9019
1690348800000,0.6558,0.3442,1.9053
1690349100000,0.6557,0.3443,1.9044
1690349400000,0.6559,0.3441,1.9061
1690349700000,0.6559,0.3441,1.9061
1690350000000,0.656,0.344,1.907
1690350300000,0.6566,0.3434,1.9121
1690350600000,0.6567,0.3433,1.9129
1690350900000,0.6569,0.3431,1.9146
1690351200000,0.6568,0.3432,1.9138
1690351500000,0.6566,0.3434,1.9121
1690351800000,0.6566,0.3434,1.9121
1690352100000,0.6563,0.3437,1.9095
1690352400000,0.6562,0.3438,1.9087
1690352700000,0.6562,0.3438,1.9087
1690353000000,0.6563,0.3437,1.9095
1690353300000,0.6563,0.3437,1.9095
1690353600000,0.6559,0.3441,1.9061
1690353900000,0.6594,0.3406,1.936
1690354200000,0.659,0.341,1.9326
1690354500000,0.6586,0.3414,1.9291
1690354800000,0.6582,0.3418,1.9257
1690355100000,0.6584,0.3416,1.9274
1690355400000,0.6587,0.3413,1.93
1690355700000,0.6586,0.3414,1.9291
1690356000000,0.6586,0.3414,1.9291
1690356300000,0.6584,0.3416,1.9274
1690356600000,0.6582,0.3418,1.9257
1690356900000,0.6581,0.3419,1.9248
1690357200000,0.6574,0.3426,1.9189
1690357500000,0.6573,0.3427,1.918
1690357800000,0.657,0.343,1.9155
1690358100000,0.657,0.343,1.9155
1690358400000,0.6569,0.3431,1.9146
1690358700000,0.6573,0.3427,1.918
1690359000000,0.6574,0.3426,1.9189
1690359300000,0.6575,0.3425,1.9197
1690359600000,0.6574,0.3426,1.9189
1690359900000,0.6573,0.3427,1.918
1690360200000,0.6569,0.3431,1.9146
1690360500000,0.6567,0.3433,1.9129
1690360800000,0.6567,0.3433,1.9129
1690361100000,0.6567,0.3433,1.9129
1690361400000,0.6567,0.3433,1.9129
1690361700000,0.6566,0.3434,1.9121
1690362000000,0.6564,0.3436,1.9104
1690362300000,0.6562,0.3438,1.9087
1690362600000,0.6563,0.3437,1.9095
1690362900000,0.6561,0.3439,1.9078
1690363200000,0.656,0.344,1.907
1690363500000,0.6557,0.3443,1.9044
1690363800000,0.6553,0.3447,1.9011
1690364100000,0.6547,0.3453,1.896
1690364400000,0.6544,0.3456,1.8935
1690364700000,0.6537,0.3463,1.8877
1690365000000,0.6538,0.3462,1.8885
1690365300000,0.6537,0.3463,1.8877
1690365600000,0.6537,0.3463,1.8877
1690365900000,0.6538,0.3462,1.8885
1690366200000,0.6534,0.3466,1.8852
1690366500000,0.6533,0.3467,1.8843
1690366800000,0.6534,0.3466,1.8852
1690367100000,0.6533,0.3467,1.8843
1690367400000,0.6535,0.3465,1.886
1690367700000,0.654,0.346,1.8902
1690368000000,0.6545,0.3455,1.8944
1690368300000,0.6548,0.3452,1.8969
1690368600000,0.6549,0.3451,1.8977
1690368900000,0.6549,0.3451,1.8977
1690369200000,0.6551,0.3449,1.8994
1690369500000,0.6551,0.3449,1.8994
1690369800000,0.6553,0.3447,1.9011
1690370100000,0.6557,0.3443,1.9044
1690370400000,0.6557,0.3443,1.9044
1690370700000,0.6557,0.3443,1.9044
1690371000000,0.6556,0.3444,1.9036
1690371300000,0.6556,0.3444,1.9036
1690371600000,0.6557,0.3443,1.9044
1690371900000,0.6556,0.3444,1.9036
1690372200000,0.6554,0.3446,1.9019
1690372500000,0.6549,0.3451,1.8977
1690372800000,0.6551,0.3449,1.8994
1690373100000,0.6547,0.3453,1.896
1690373400000,0.6551,0.3449,1.8994
1690373700000,0.6552,0.3448,1.9002
1690374000000,0.6555,0.3445,1.9028
1690374300000,0.6562,0.3438,1.9087
1690374600000,0.6567,0.3433,1.9129
1690374900000,0.6562,0.3438,1.9087
1690375200000,0.656,0.344,1.907
1690375500000,0.6564,0.3436,1.9104
1690375800000,0.6561,0.3439,1.9078
1690376100000,0.6561,0.3439,1.9078
1690376400000,0.6562,0.3438,1.9087
1690376700000,0.657,0.343,1.9155
1690377000000,0.6568,0.3432,1.9138
1690377300000,0.6536,0.3464,1.8868
1690377600000,0.6532,0.3468,1.8835
1690377900000,0.6525,0.3475,1.8777
1690378200000,0.6522,0.3478,1.8752
1690378500000,0.6513,0.3487,1.8678
1690378800000,0.6509,0.3491,1.8645
1690379100000,0.6509,0.3491,1.8645
1690379400000,0.6501,0.3499,1.858
1690379700000,0.6497,0.3503,1.8547
1690380000000,0.6492,0.3508,1.8506
1690380300000,0.6518,0.3482,1.8719
1690380600000,0.6525,0.3475,1.8777
1690380900000,0.6525,0.3475,1.8777
1690381200000,0.6523,0.3477,1.876
1690381500000,0.6513,0.3487,1.8678
1690381800000,0.6507,0.3493,1.8629
1690382100000,0.6491,0.3509,1.8498
1690382400000,0.6487,0.3513,1.8466
1690382700000,0.6485,0.3515,1.845
1690383000000,0.6483,0.3517,1.8433
1690383300000,0.6479,0.3521,1.8401
1690383600000,0.6479,0.3521,1.8401
1690383900000,0.6477,0.3523,1.8385
1690384200000,0.6477,0.3523,1.8385
1690384500000,0.6476,0.3524,1.8377
1690384800000,0.6466,0.3534,1.8297
1690385100000,0.6465,0.3535,1.8289
1690385400000,0.6464,0.3536,1.8281
1690385700000,0.6463,0.3537,1.8273
1690386000000,0.6459,0.3541,1.8241
1690386300000,0.6453,0.3547,1.8193
1690386600000,0.6448,0.3552,1.8153
1690386900000,0.6445,0.3555,1.8129
1690387200000,0.6443,0.3557,1.8114
1690387500000,0.644,0.356,1.809
1690387800000,0.6439,0.3561,1.8082
1690388100000,0.6434,0.3566,1.8043
1690388400000,0.6442,0.3558,1.8106
1690388700000,0.6428,0.3572,1.7996
1690389000000,0.6425,0.3575,1.7972
1690389300000,0.642,0.358,1.7933
1690389600000,0.642,0.358,1.7933
1690389900000,0.642,0.358,1.7933
1690390200000,0.6418,0.3582,1.7917
1690390500000,0.6416,0.3584,1.7902
1690390800000,0.6412,0.3588,1.7871
1690391100000,0.6409,0.3591,1.7847
1690391400000,0.6407,0.3593,1.7832
1690391700000,0.6402,0.3598,1.7793
1690392000000,0.6398,0.3602,1.7762
1690392300000,0.6396,0.3604,1.7747
1690392600000,0.6393,0.3607,1.7724
1690392900000,0.6391,0.3609,1.7709
1690393200000,0.6391,0.3609,1.7709
1690393500000,0.6389,0.3611,1.7693
1690393800000,0.6392,0.3608,1.7716
1690394100000,0.6389,0.3611,1.7693
1690394400000,0.6373,0.3627,1.7571
1690394700000,0.636,0.364,1.7473
1690395000000,0.6365,0.3635,1.751
1690395300000,0.6393,0.3607,1.7724
1690395600000,0.6383,0.3617,1.7647
1690395900000,0.6382,0.3618,1.764
1690396200000,0.6378,0.3622,1.7609
1690396500000,0.6367,0.3633,1.7525
1690396800000,0.6361,0.3639,1.748
1690397100000,0.6338,0.3662,1.7307
1690397400000,0.6317,0.3683,1.7152
1690397700000,0.6313,0.3687,1.7122
1690398000000,0.6312,0.3688,1.7115
1690398300000,0.6299,0.3701,1.702
1690398600000,0.6301,0.3699,1.7034
1690398900000,0.6304,0.3696,1.7056
1690399200000,0.6302,0.3698,1.7042
1690399500000,0.6303,0.3697,1.7049
1690399800000,0.6294,0.3706,1.6983
1690400100000,0.6281,0.3719,1.6889
1690400400000,0.6277,0.3723,1.686
1690400700000,0.6276,0.3724,1.6853
1690401000000,0.6276,0.3724,1.6853
1690401300000,0.6265,0.3735,1.6774
1690401600000,0.6264,0.3736,1.6767
1690401900000,0.6253,0.3747,1.6688
1690402200000,0.6256,0.3744,1.6709
1690402500000,0.6248,0.3752,1.6652
1690402800000,0.6268,0.3732,1.6795
1690403100000,0.6247,0.3753,1.6645
1690403400000,0.6236,0.3764,1.6567
1690403700000,0.6228,0.3772,1.6511
1690404000000,0.625,0.375,1.6667
1690404300000,0.6209,0.3791,1.6378
1690404600000,0.6203,0.3797,1.6337
1690404900000,0.6191,0.3809,1.6254
1690405200000,0.6164,0.3836,1.6069
1690405500000,0.6156,0.3844,1.6015
1690405800000,0.614,0.386,1.5907
1690406100000,0.6133,0.3867,1.586
1690406400000,0.6137,0.3863,1.5887
1690406700000,0.6112,0.3888,1.572
1690407000000,0.6103,0.3897,1.5661
1690407300000,0.61,0.39,1.5641
1690407600000,0.6098,0.3902,1.5628
1690407900000,0.6099,0.3901,1.5634
1690408200000,0.6098,0.3902,1.5628
1690408500000,0.6088,0.3912,1.5562
1690408800000,0.6083,0.3917,1.553
1690409100000,0.6084,0.3916,1.5536
1690409400000,0.6081,0.3919,1.5517
1690409700000,0.6079,0.3921,1.5504
1690410000000,0.6079,0.3921,1.5504
1690410300000,0.6075,0.3925,1.5478
1690410600000,0.6063,0.3937,1.54
1690410900000,0.6061,0.3939,1.5387
1690411200000,0.6052,0.3948,1.5329
1690411500000,0.606,0.394,1.5381
1690411800000,0.6054,0.3946,1.5342
1690412100000,0.6052,0.3948,1.5329
1690412400000,0.6059,0.3941,1.5374
1690412700000,0.6061,0.3939,1.5387
1690413000000,0.6061,0.3939,1.5387
1690413300000,0.606,0.394,1.5381
1690413600000,0.6057,0.3943,1.5361
1690413900000,0.6051,0.3949,1.5323
1690414200000,0.6049,0.3951,1.531
1690414500000,0.6048,0.3952,1.5304
1690414800000,0.6047,0.3953,1.5297
1690415100000,0.6063,0.3937,1.54
1690415400000,0.6068,0.3932,1.5432
1690415700000,0.6074,0.3926,1.5471
1690416000000,0.6076,0.3924,1.5484
1690416300000,0.6071,0.3929,1.5452
1690416600000,0.6065,0.3935,1.5413
1690416900000,0.6064,0.3936,1.5407
1690417200000,0.6065,0.3935,1.5413
1690417500000,0.6073,0.3927,1.5465
1690417800000,0.6076,0.3924,1.5484
1690418100000,0.6087,0.3913,1.5556
1690418400000,0.6086,0.3914,1.5549
1690418700000,0.6084,0.3916,1.5536
1690419000000,0.6082,0.3918,1.5523
1690419300000,0.6085,0.3915,1.5543
1690419600000,0.6086,0.3914,1.5549
1690419900000,0.6088,0.3912,1.5562
1690420200000,0.6093,0.3907,1.5595
1690420500000,0.6106,0.3894,1.5681
1690420800000,0.611,0.389,1.5707
1690421100000,0.6118,0.3882,1.576
1690421400000,0.6118,0.3882,1.576
1690421700000,0.6124,0.3876,1.58
1690422000000,0.6125,0.3875,1.5806
1690422300000,0.6125,0.3875,1.5806
1690422600000,0.6125,0.3875,1.5806
1690422900000,0.6127,0.3873,1.582
1690423200000,0.613,0.387,1.584
1690423500000,0.6127,0.3873,1.582
1690423800000,0.6125,0.3875,1.5806
1690424100000,0.6122,0.3878,1.5786
1690424400000,0.6117,0.3883,1.5753
1690424700000,0.6115,0.3885,1.574
1690425000000,0.6113,0.3887,1.5727
1690425300000,0.6111,0.3889,1.5714
1690425600000,0.6115,0.3885,1.574
1690425900000,0.6117,0.3883,1.5753
1690426200000,0.6121,0.3879,1.578
1690426500000,0.6121,0.3879,1.578
1690426800000,0.6125,0.3875,1.5806
1690427100000,0.612,0.388,1.5773
1690427400000,0.612,0.388,1.5773
1690427700000,0.612,0.388,1.5773
1690428000000,0.6122,0.3878,1.5786
1690428300000,0.6117,0.3883,1.5753
1690428600000,0.6116,0.3884,1.5747
1690428900000,0.6118,0.3882,1.576
1690429200000,0.6125,0.3875,1.5806
1690429500000,0.6124,0.3876,1.58
1690429800000,0.6122,0.3878,1.5786
1690430100000,0.6121,0.3879,1.578
1690430400000,0.6115,0.3885,1.574
1690430700000,0.6117,0.3883,1.5753
1690431000000,0.6119,0.3881,1.5767
1690431300000,0.6123,0.3877,1.5793
1690431600000,0.6125,0.3875,1.5806
1690431900000,0.6128,0.3872,1.5826
1690432200000,0.613,0.387,1.584
1690432500000,0.6133,0.3867,1.586
1690432800000,0.6133,0.3867,1.586
1690433100000,0.6129,0.3871,1.5833
1690433400000,0.6127,0.3873,1.582
1690433700000,0.6127,0.3873,1.582
1690434000000,0.6125,0.3875,1.5806
1690434300000,0.6129,0.3871,1.5833
1690434600000,0.6124,0.3876,1.58
1690434900000,0.6124,0.3876,1.58
1690435200000,0.6118,0.3882,1.576
1690435500000,0.611,0.389,1.5707
1690435800000,0.6106,0.3894,1.5681
1690436100000,0.6103,0.3897,1.5661
